statement,sentiment,language,rating,source
Unmanaged C encrypted string into C byte,0,C,18,stackexchange
How to release the memory that has been used for a variable in C,0,C,18,stackexchange
Converting a char string to its underlying data type,0,C,18,stackexchange
How should C bitflag enumerations be translated into C,0,C,18,stackexchange
Padding  Encryption algorithm,0,C,18,stackexchange
Using telnet in a C Program,0,C,18,stackexchange
How to create a buffer for reading socket data in C,0,C,18,stackexchange
How to Create a TCP socket connect using C to a predefined port,0,C,18,stackexchange
Making something both a C identifier and a string,0,C,18,stackexchange
VisualC 60 with unsigned long long and sprintf,0,C,18,stackexchange
How to create a JNIEnv mock in CC,-0.25,C,18,stackexchange
Binding a socket to port 80 in ansi c,0,C,18,stackexchange
Monitoring memory usage for a C DLL called with Java via JNI,0,C,18,stackexchange
Can a recursive function be inline,0,C,18,stackexchange
Progress string parsing in C,0.4,C,18,stackexchange
Dynamically Loading External Modules in a C Program,0,C,18,stackexchange
Easy to extend IDE for C,0.3333333333333333,C,18,stackexchange
How can I capture single keystrokes in a unix console app without blocking,-0.07692307692307693,C,18,stackexchange
Can I use the standard C library in a Palm OS application,0,C,18,stackexchange
quoterror 39struct udphdr39 has no member named 39source39quot  huh,-0.1,C,18,stackexchange
How do I create a file in UNIX tmp directory so that all users can read and write to it,0,C,18,stackexchange
C to C translator  Ccode cleanup tool,0,C,18,stackexchange
How can I initialize an array of pointers to structs,0,C,18,stackexchange
How do I use microstate accounting in Linux,0,C,18,stackexchange
In what syntax should a COM SDK reference document be written,0,C,18,stackexchange
detect keyboard event in C,0,C,18,stackexchange
XMLRPC library for C,0,C,18,stackexchange
C and modern practicesexamples in Linux,0,C,18,stackexchange
Constant value in conditional expression,0,C,18,stackexchange
In portable C how to launch a command connecting the command39s stdin to the launcher39s stdout,0,C,18,stackexchange
how to write default structure values multiple times using fwrite,0,C,18,stackexchange
Use quotgreater than or equalsquot or just quotgreater thanquot,0,C,18,stackexchange
Counterpart of PHP39s isset in CC,0,C,18,stackexchange
String literals inside functions automatic variables or allocated in heap,0,C,18,stackexchange
Syntax error with different gcc version,-0.3333333333333333,C,18,stackexchange
Does Delphi have any equivalent to C39s volatile variable,0,C,18,stackexchange
JNI memory management using the Invocation API,0,C,18,stackexchange
timerfd_create with debian linux testing on amd64,0,C,18,stackexchange
CFML in SOAP transaction,0,CFML,18,stackexchange
Railo error when trying to use CFC via AJAX,-0.2222222222222222,CFML,18,stackexchange
FORM scope always empty URL scope is fine,0.125,CFML,18,stackexchange
Is OpenBD or Railo a viable replacement for ColdFusion,0,CFML,18,stackexchange
What Notable Differences are there between Railo Open Bluedragon and Adobe Coldfusion,0,CFML,18,stackexchange
What pitfalls await me when I migrate from CF61 to CF8 or Railo31,-0.07692307692307693,CFML,18,stackexchange
Different output from toBase64 in CFML on 2 different machines,0,CFML,18,stackexchange
How can I do a quotdeep comparequot or quotdiffquot on two Structs,0,CFML,18,stackexchange
Is it ok to store large objects java component for example in an Application variable,0,CFML,18,stackexchange
How does one convert from a Java resultset to ColdFusion query in Railo,0,CFML,18,stackexchange
Query caching to power jQuery autocomplete,0,CFML,18,stackexchange
MultiCFML engine test environment,0,CFML,18,stackexchange
Will a CF code run on regular server,0,CFML,18,stackexchange
CFML Design Pattern resources,0,CFML,18,stackexchange
Where does Railo store files created by ltcfloggt,0,CFML,18,stackexchange
How do I saveconvert a 24bit PNG as an 8bit PNG,0,CFML,18,stackexchange
How to install Railo on an Amazon Linux instance,0,CFML,18,stackexchange
Railo Tomcat IIS7 and default documents,0,CFML,18,stackexchange
AWS and Railo setup,0,CFML,18,stackexchange
Railo CFHTTP SSL the trustAnchors parameter must be nonempty,0,CFML,18,stackexchange
Using Terracotta with RailoColdFusion,0,CFML,18,stackexchange
Running Railo and Adobe Coldfusion Server on the same server,0,CFML,18,stackexchange
Railo server converts plus  to spaces,0,CFML,18,stackexchange
Can I debug a Railo CFML app with JDebugTool,0,CFML,18,stackexchange
What windows account is Railo running under,0,CFML,18,stackexchange
How to start programming CFML with Railo,0,CFML,18,stackexchange
SQL error with quotnew queryquot in ColdFusion  Railo script,-0.2,CFML,18,stackexchange
Is my query getting cached,0,CFML,18,stackexchange
Railo instanceof not working with Jsoup,0,CFML,18,stackexchange
How do i configure Railo on Jelastic PAAS to work with multiple domains using Jetty,0,CFML,18,stackexchange
CFWheels  Should I be locally scoping my Wheels actions,0,CFML,18,stackexchange
CFWheels  Order  quotrandomquot is throwing a column error,-0.2,CFML,18,stackexchange
Indexing queries in Railo,0,CFML,18,stackexchange
Validate a textbox when option is selected,0.14285714285714285,CFML,18,stackexchange
Testing HTTPS locally with Coldfusion,0,CFML,18,stackexchange
How to remove text like lt include viewquotMirrorPagequot gt with jSoup,0.18181818181818182,CFML,18,stackexchange
Can file names be changed on uploading with cffile,0,CFML,18,stackexchange
Picking a ColdFusion MVC Framework,0,CFML,18,stackexchange
AJAX amp Coldfusion Performing an update to database and reflecting changes without reload,0,CFML,18,stackexchange
ColdFusion framework for Work Order System,0,CFML,18,stackexchange
CFSelect bind issue in ColdBox environment,0,CFML,18,stackexchange
ORM Mapping Error,-0.6666666666666666,CFML,18,stackexchange
the best OO framework in Coldfusion9,0.5,CFML,18,stackexchange
What would cause a tomcat 404 with Railo 4 and mod_cfml for SES urls like indexcfmeventmainhome,0.125,CFML,18,stackexchange
Override mail settings in application for dev server environments,0,CFML,18,stackexchange
Block users from multilogin on website,-0.16666666666666666,CFML,18,stackexchange
flow in modelglue event handler,0,CFML,18,stackexchange
How to submit form field values with a link,0,CFML,18,stackexchange
Is there a way to optimize this file transfer script,0,CFML,18,stackexchange
Sync Feature of Coldfusion FTP,0,CFML,18,stackexchange
Highlight radio button on pageload,0.4,CFML,18,stackexchange
Why does 006  001  007 in ColdFusion,0,CFML,18,stackexchange
Are ColdFusion objects passed by reference or by value,0,CFML,18,stackexchange
Tools for websiteweb application load testing,0,CFML,18,stackexchange
Lint for ColdFusion,0,CFML,18,stackexchange
ColdFusion Security,0,CFML,18,stackexchange
Is using cfsqltype good practice,0.6,CFML,18,stackexchange
ColdFusion More efficient structKeyExists instead of isDefined,0,CFML,18,stackexchange
When should I use  in ColdFusion,0,CFML,18,stackexchange
ColdFusion  When to use the quotrequestquot scope,0,CFML,18,stackexchange
How to handle timezones in CFML,0,CFML,18,stackexchange
How do I determine the context in which a ColdFusion object resides,0,CFML,18,stackexchange
Source Code Control Systems in Web Development,0,CFML,18,stackexchange
How should I use maxlength in CFQUERYPARAM listquottruequot,0,CFML,18,stackexchange
How to convert a string representation of a number to a number in coldfusion,0,CFML,18,stackexchange
How do I clear the coldfusion query cache without restarting the server,0.08333333333333333,CFML,18,stackexchange
Is ColdFusion on LinuxApache stable,0.4,CFML,18,stackexchange
ColdFusion pages displayed as Raw Code,0,CFML,18,stackexchange
ColdFusion adding extra quotes when constructing database queries in strings,0,CFML,18,stackexchange
Setting a CSS class by URL with ColdFusion,0,CFML,18,stackexchange
CF9 amp Solr CFSEARCH vs CFHTTP,0,CFML,18,stackexchange
ColdFusion  How to get only the URL39s in this block of text,-0.07692307692307693,CFML,18,stackexchange
jSoup  How to get elements with background style inline CSS,0,CFML,18,stackexchange
Can you create a Solr collection in Railo with script,0,CFML,18,stackexchange
Curl call to ColdFusion  Instagram,0,CFML,18,stackexchange
Looping over update query using script,0,CFML,18,stackexchange
Webpage Won39t Update on IIS7,0,CFML,18,stackexchange
Hide table row where radio button is selected after form submit,-0.09090909090909091,CFML,18,stackexchange
column not found in query but it is in column list,0,CFML,18,stackexchange
Using uniForm and trying to disable input,0,CFML,18,stackexchange
Coldfusion Runtime Source Code,0,CFML,18,stackexchange
How do you capture errors for an entire Application in ColdFusion,-0.18181818181818182,CFML,18,stackexchange
Mura CMS  Linking a navigation item to another item,0,CFML,18,stackexchange
How to catch quotcoldfusionruntimeMissingArgumentExceptionquot equivilant in Railo,0,CFML,18,stackexchange
Join Two Arrays in ColdFusion,0.2,CFML,18,stackexchange
Scheduled Jobs and Time Change,0,CFML,18,stackexchange
Looking at an incoming page and determing if a form is being passed,0,CFML,18,stackexchange
How to install and test wirebox 16,0,CFML,18,stackexchange
How do I place multiple NOT conditions inside of a cfif statement,0,CFML,18,stackexchange
Change database of a ColdFusion website,0,CFML,18,stackexchange
Using static variables,0,CFML,18,stackexchange
Extending ColdFusion with application wide UDFs,0,CFML,18,stackexchange
Coldfusion sql error only occurring on one instance of app,-0.2,CFML,18,stackexchange
How to detect if a script is running via a scheduled task,0,CFML,18,stackexchange
Display date and time according to the user39s time zone in Coldfusion,0,CFML,18,stackexchange
Return type of node itself in xpath,0,CFML,18,stackexchange
Coldfusion RESTful webservice Object is not an instance of declaring class,0.18181818181818182,CFML,18,stackexchange
CFML decrypt string from database on the fly,0,CFML,18,stackexchange
How to store time shown by cftimer in a variable,0,CFML,18,stackexchange
Coldfusion 39thank you39 page allows user to refresh unlimited times,0.2,CFML,18,stackexchange
Delphi app calling cobol app gt error,-0.2857142857142857,COBOL,18,stackexchange
JMP0811IU Fujitsu runtime error after compiling Fujitsu COBOL with DB2 SQL causeremedy,-0.16666666666666666,COBOL,18,stackexchange
How to replace one value with another when comparing 2 strings,0,COBOL,18,stackexchange
TSOMVS Uploading problem,-0.6666666666666666,COBOL,18,stackexchange
How can I delete an individual record using cobol,0,COBOL,18,stackexchange
Net cobol copybook,0,COBOL,18,stackexchange
Fujitsu COBOL 30  problem in executing,-0.2857142857142857,COBOL,18,stackexchange
file comparison with duplicate records in cobol,0,COBOL,18,stackexchange
Is there a better way to use SEARCH in twodimensional arrays of COBOL,0.15384615384615385,COBOL,18,stackexchange
A simple cobol program needs to be recoded as a C program to read environment variables passed by wrapping security software,0,COBOL,18,stackexchange
Different Background color for columns of COBOL source,0,COBOL,18,stackexchange
Free reader for RMKF Cobol database files,0.14285714285714285,COBOL,18,stackexchange
Calling application from rails,0,COBOL,18,stackexchange
Convert Delphi Bitwise Operation to Cobol,0,COBOL,18,stackexchange
COBOL to SQL Server,0,COBOL,18,stackexchange
Interpreting COMP3 Packed Decimal Fields into numeric values,0,COBOL,18,stackexchange
Read STDIN SYSIN in COBOL,0,COBOL,18,stackexchange
Any open source message queue that can be used to send messages from COBOL to Java,0,COBOL,18,stackexchange
Japanese COBOL code on IBM mainframe in ShiftJIS represented after transfer to a PC how,0,COBOL,18,stackexchange
Dynamically calling a NODLL cobol program from a DLL cobol program on zOS,0,COBOL,18,stackexchange
Was there something in Cobol intrinsically making it susceptible to Y2K issues,0,COBOL,18,stackexchange
What is the best tool for Version Control in OS 400 Environment for RPG and COBOL,0.1875,COBOL,18,stackexchange
How to decrypt a string in cobol,0,COBOL,18,stackexchange
cobol OpenIO create file if it doesn39t exist,0,COBOL,18,stackexchange
How do I pass runtime options to AIX COBOL,0,COBOL,18,stackexchange
How do you call a java program from a COBOL on iSeries V5R4,0,COBOL,18,stackexchange
MSBuild Conditional Construct Project Reference  File Reference,0,COBOL,18,stackexchange
architectures of COBOL and Java,0,COBOL,18,stackexchange
Allocation of Memory in VariableLength Tables,0,COBOL,18,stackexchange
COBOL SYSIN JCL for compiling source from PDS,0,COBOL,18,stackexchange
How to check whether a file is open already in COBOL,0,COBOL,18,stackexchange
Converting Packed COBOL,0,COBOL,18,stackexchange
Migrating to a GUI without losing business logic written in COBOL,-0.2727272727272727,COBOL,18,stackexchange
Helping to ease COBOL programmers to Net What are your suggestions,0.36363636363636365,COBOL,18,stackexchange
Utilizing Java API from a Cobol program,0,COBOL,18,stackexchange
Is there an existing gem or script that converts numbers to comp3packed decimal format,0,COBOL,18,stackexchange
Call C exposed function from COBOL program,-0.14285714285714285,COBOL,18,stackexchange
What39s the bright side of Cobol,0.16666666666666666,COBOL,18,stackexchange
Cobol science and fiction,0,COBOL,18,stackexchange
Sockets and COBOL,0,COBOL,18,stackexchange
How does COBOL store and retrieve data,0,COBOL,18,stackexchange
Manipulate COBOL data structure,0,COBOL,18,stackexchange
append records to an existing file,0,COBOL,18,stackexchange
Problem with COBOL move to comp3 variable,-0.2857142857142857,COBOL,18,stackexchange
Weird COBOL error,-1.3333333333333333,COBOL,18,stackexchange
trying to run COBOL exe using C program,0,COBOL,18,stackexchange
How to access a database like MS Access or something in Fujitsu COBOL,0.15384615384615385,COBOL,18,stackexchange
Ada compiler for Mac OS X 106,0,COBOL,18,stackexchange
Micro Focus Visual Cobol debug build pdb and idy files don39t match,0,COBOL,18,stackexchange
cobol  java console output,0,COBOL,18,stackexchange
Old Cobol software and new operating system,0,COBOL,18,stackexchange
Spring Batch or BIRT framework,0,COBOL,18,stackexchange
How can I auto Indent for Cobol and JCl using Notepad ,0,COBOL,18,stackexchange
Eclipse Code Templates with Cobol,0,COBOL,18,stackexchange
How complex COBOL programs would fit in 256k,0.125,COBOL,18,stackexchange
How do you make spaces and dashes in COBOL,0,COBOL,18,stackexchange
Having trouble with my lines in COBOL,-0.2857142857142857,COBOL,18,stackexchange
How to compile COBOL 85 program on,0,COBOL,18,stackexchange
Need help with a syntax error COBOL,0,COBOL,18,stackexchange
Performing a binary OR in COBOL with Pic X data,0,COBOL,18,stackexchange
how to update a table from a file having decimal field,0,COBOL,18,stackexchange
OT COBOL anyone External symbol 39hcobol_cvt_str2bnum39 not found,0,COBOL,18,stackexchange
How to migrate COBOL source code to clearcase,0,COBOL,18,stackexchange
Calculated columns in Access 2003 have null value when inserting into new table,0,COBOL,18,stackexchange
Mock testing of cobolnet code accessing Main Frame systems,-0.2222222222222222,COBOL,18,stackexchange
Do periods count as numerics COBOL,0,COBOL,18,stackexchange
My output is not showing up in COBOL,0,COBOL,18,stackexchange
Reading a Cobol generated file,0,COBOL,18,stackexchange
Searching a Table COBOL,0,COBOL,18,stackexchange
Data conversion from a DAT file generated from COBOL,0,COBOL,18,stackexchange
What is the scope of COBOL,0,COBOL,18,stackexchange
Extend Open COBOL,0.3333333333333333,COBOL,18,stackexchange
from accessVB 6 to COBOL,0,COBOL,18,stackexchange
IBM DB2 Obscure Error Code,-0.4,COBOL,18,stackexchange
retrieve cobol s92 COMP onto C variable,0,COBOL,18,stackexchange
Making a Screen COBOL,0,COBOL,18,stackexchange
Recommended way to access DB2 from net,0.2857142857142857,COBOL,18,stackexchange
COBOL Program not writing file,0,COBOL,18,stackexchange
How to perform arithmetic on X pic clauses in COBOL,0,COBOL,18,stackexchange
COBOL Question  UNICODE,0,COBOL,18,stackexchange
What does the datatype specification 3997V9T39 mean,0,COBOL,18,stackexchange
Alphanumeric movement to Numeric,0,COBOL,18,stackexchange
Problems Reading Indexed File COBOL,-0.4,COBOL,18,stackexchange
COBOL  copy an array to another array,0,COBOL,18,stackexchange
Do Object Oriented Cobol need Java or some other language to execute,0,COBOL,18,stackexchange
what is the flow in this program,0,COBOL,18,stackexchange
What does that mean by Cobol error code 243,-0.2222222222222222,COBOL,18,stackexchange
Number of lines in all files in a directory,0,COBOL,18,stackexchange
Simple program to calculate the area of triangle,0,COBOL,18,stackexchange
How can I tell if a module is being called dynamically or statically,0,COBOL,18,stackexchange
Modernize Legacy Cobol,0,COBOL,18,stackexchange
reading and sorting a variable length CSV file,0,COBOL,18,stackexchange
How to read a PS file in reverse order,0,COBOL,18,stackexchange
Is there a static analysis tool for Python Ruby Sql Cobol Perl and PLSQL,0,COBOL,18,stackexchange
How can I convert an alphanumeric and use it for calculation,0,COBOL,18,stackexchange
How can we eliminate junk value in field,0,COBOL,18,stackexchange
Creating MsSql table from Cobol fd file,0,COBOL,18,stackexchange
error while compiling in Fujitsu COBOL 30,-0.2857142857142857,COBOL,18,stackexchange
Is COBOL language hard to learn,-0.16666666666666666,COBOL,18,stackexchange
What39s this language,0,COBOL,18,stackexchange
Is Communicating Sequential Processes CSP an alternative to the actor model in Scala,0,CSP,18,stackexchange
4 Queen  Min conflicts,-0.4,CSP,18,stackexchange
coreasync and 10000 processes for animation  what is the actual benefit in this scenario,0.13333333333333333,CSP,18,stackexchange
How to view the content security policy report in JSP,0,CSP,18,stackexchange
How to use CSP to access keystore on HW token in C,0,CSP,18,stackexchange
chrome app angularjsjquery console errors when processing remote html,-0.2222222222222222,CSP,18,stackexchange
Working with smart card and token in C,0.125,CSP,18,stackexchange
Google Ortools disjunction of constraints,0,CSP,18,stackexchange
How to know the numbers of pin code remained on a smart card,0.07692307692307693,CSP,18,stackexchange
How would you time out multiple async requests with Scala39s async,0,CSP,18,stackexchange
Static Checking of concurrent code possible,0,CSP,18,stackexchange
How to get rid from the Content Security Policy directive issue,0,CSP,18,stackexchange
What is the simplest way of terminating poisoning a producer process in occam,0,CSP,18,stackexchange
What is difference between Crypt and CP functions,0,CSP,18,stackexchange
Is there an equivalent of Haskell39s CHP for Scala,0,CSP,18,stackexchange
CSP issue using AJAX requests on in a Crossrider extension,0,CSP,18,stackexchange
downloading Microsoft Base Smart Card Cryptographic Service Provider Package for windows 7,0.08333333333333333,CSP,18,stackexchange
CSP Content Security Policy  Why are we not using it,0,CSP,18,stackexchange
CSP style asynchronous programming in Scheme CHICKEN,0,CSP,18,stackexchange
Content Security Policymake an exception to a directory,0,CSP,18,stackexchange
Java Server Faces and Content Security Policy,0,CSP,18,stackexchange
Content Security Policy Chrome App imgsrc,0,CSP,18,stackexchange
Cordova CSP and GCM fails because online method uses eval in Cordova,-0.16666666666666666,CSP,18,stackexchange
Testing MSCAPI CSP signature fails even with WinDbg kernel debugging,-0.2,CSP,18,stackexchange
CNG API using primitive function with key stored in Microsoft KSP,0,CSP,18,stackexchange
Difference between Planning Reasoning and Constraint Solving,0.14285714285714285,CSP,18,stackexchange
Go Concurrency Pattern will this leave hanging goroutines,-0.125,CSP,18,stackexchange
cspalgorithm for contextfree grammars,0,CSP,18,stackexchange
Deadlock in Housie Program ProducerConsumer Pattern,-0.3333333333333333,CSP,18,stackexchange
Using transducersjs in jscsp,0,CSP,18,stackexchange
jscsp operationsmult doesn39t distribute a value across the channels,0,CSP,18,stackexchange
In chrome packaged apps Is there a way to declare multiple sandboxes each one having its own content security policy,0,CSP,18,stackexchange
Uncaught ReferenceError OnSavedResultCb is not defined  Maxthon browsers,0,CSP,18,stackexchange
Stylesrc CSP Errors with JQuery and Modernizr,-0.2857142857142857,CSP,18,stackexchange
Google Charts unsafeeval,0,CSP,18,stackexchange
Searching for usable implementation of CSP on top of pkcs 11,0.18181818181818182,CSP,18,stackexchange
Is smartcard logon in windows bound to minidrivers and MS base CSP or any CSP will work,0,CSP,18,stackexchange
How to model Rx39s withLatestFrom with coreasync channels,0,CSP,18,stackexchange
How do you see the STDOUT of a child process in the calling parent process in csh script,0,csh,18,stackexchange
In python 24 how can I execute external commands with csh instead of bash,0,csh,18,stackexchange
Read user input with spaces in csh Shell Script,0,csh,18,stackexchange
Is it possible to capture a systemoutprint from java program in a csh variable,0,csh,18,stackexchange
What is the best portable and maintanable Shell Scripting language today,0.2727272727272727,csh,18,stackexchange
Why are operators right associative in CShell that are left associative in C,0,csh,18,stackexchange
Linux Possible to extend and Alias,0.16666666666666666,csh,18,stackexchange
what are good resources to get the most out of csh or tsch,0.23076923076923078,csh,18,stackexchange
How to execute csh script with command line arguments from csh script,0,csh,18,stackexchange
How do you managestorearrange your alias in nix,0,csh,18,stackexchange
how to perform a basic arithmetics from unix cshtcsh shell,0,csh,18,stackexchange
csh list of commands like ksh  list ,0.2222222222222222,csh,18,stackexchange
CShell word replacement,0,csh,18,stackexchange
evaluating environment variable from file in csh,0,csh,18,stackexchange
Remove symbol in shell,0,csh,18,stackexchange
csh script inherit envirionment variables,0,csh,18,stackexchange
How to view some data in gvim without saving it first,0,csh,18,stackexchange
Invoking shell from java it complaints quotstty standard input Invalid argumentquot,0,csh,18,stackexchange
replace line with sed in csh,0,csh,18,stackexchange
strange behavior,-0.5,csh,18,stackexchange
unknown error in shell,-0.5,csh,18,stackexchange
Selecting records with N fields from a file,0,csh,18,stackexchange
transferring via pipeline,0,csh,18,stackexchange
scripts on Cshell,0,csh,18,stackexchange
how does pipe work,0,csh,18,stackexchange
from string to integer scripts,0,csh,18,stackexchange
problems with cut unix,-0.75,csh,18,stackexchange
How to run a tcsh shell command and selectively ignore the status,-0.08333333333333333,csh,18,stackexchange
Running quotsourcequot from python,0,csh,18,stackexchange
Dont want my cshrc to execute on login,0.125,csh,18,stackexchange
How do I escape a field variable in an awk command in an alias,-0.07142857142857142,csh,18,stackexchange
CtrlR to search backwards for shell commands in csh,0,csh,18,stackexchange
Csh alias with perl oneliner evaluates when alias is created and not when alias is used,0,csh,18,stackexchange
Whats wrong with this C shell script,-0.2857142857142857,csh,18,stackexchange
Csh run script config file and variables,0,csh,18,stackexchange
Multiple wordlists in csh script foreach loop,0,csh,18,stackexchange
Declaring User Defined Variable in Shell Scripting csh shell,0,csh,18,stackexchange
How to change shells in script,0,csh,18,stackexchange
Set default user variable in csh scripting,0,csh,18,stackexchange
Generating sequential number lists in tcsh,0,csh,18,stackexchange
Failing if diff is found cshell,-0.3333333333333333,csh,18,stackexchange
CSH Group Existance Test With Value Test,0,csh,18,stackexchange
How do I recover STDIN from a perl script that was called from a csh script,0,csh,18,stackexchange
How can I read one line at a time with C shell in unix,0,csh,18,stackexchange
How to redirect stdout and stderr from csh script,0,csh,18,stackexchange
Is there a linux command to block until a process exits,-0.09090909090909091,csh,18,stackexchange
How to create an alias that can substitute arguments for C shell,0,csh,18,stackexchange
cshell How do I produce a list of decimal numbers,0,csh,18,stackexchange
csh scripting for password authorisation of user,0,csh,18,stackexchange
Why doesnt rm doesnt work as I expect here,0,csh,18,stackexchange
How do I convert csh aliases into MODULEFILE compatible setalias commands,0,csh,18,stackexchange
Run cd in script and stay in that directory  39source39 command not helping,0.14285714285714285,csh,18,stackexchange
C Shell Scripting  append to the end of a file name,0,csh,18,stackexchange
How to add loop counter to foreach in csh,0,csh,18,stackexchange
Interface between csh and fortran code,0,csh,18,stackexchange
cshell tab completion  case insensitive,-0.3333333333333333,csh,18,stackexchange
c shell script explain,0,csh,18,stackexchange
watch jobs doesn39t work in linux,0,csh,18,stackexchange
Difference between source and  execution of linux scripts,0,csh,18,stackexchange
Running csh from inside C,0,csh,18,stackexchange
FileRegex Expression for editing,0,csh,18,stackexchange
How to write a CVS wrapper script,0,csh,18,stackexchange
Making an alias for ls that includes echo in csh,0,csh,18,stackexchange
List too long for ls command CSH,0,csh,18,stackexchange
Get the last day of the last month in csh,0,csh,18,stackexchange
set command error in c shell script,-0.2857142857142857,csh,18,stackexchange
Do we have short circuit logical operators in C shell script,0,csh,18,stackexchange
troubles while redirecting stderr in csh,-0.3333333333333333,csh,18,stackexchange
Scripting on Linux,0,csh,18,stackexchange
Why is the executable not identified even though the containing directory is on the search path,0,csh,18,stackexchange
csh stdin to Python stdin,0,csh,18,stackexchange
C Shell Scripting  find command,0,csh,18,stackexchange
Problem with reading in parameters with special characters in Python,-0.2,csh,18,stackexchange
What can be used to spawn a completely seperate process in Bourne Shell Or csh,0,csh,18,stackexchange
glob in solaris csh,0,csh,18,stackexchange
How do I create a new directory called duplicates if a file already exists when renaming in c shell,0,csh,18,stackexchange
converting cshell to bash,0,csh,18,stackexchange
C shell  getting jobs in the background to report status once done,0,csh,18,stackexchange
diff two versions of a file that reside in different directories,0,csh,18,stackexchange
C Shell modulus operator,0,csh,18,stackexchange
csh script not finding executable,0,csh,18,stackexchange
How can we list all files in a directory NOT containing a particular string pattern using findgrepxargs or any other unix command,0,csh,18,stackexchange
redirection of awk print to a file,0,csh,18,stackexchange
need help on awk command unmatched 39,0.42857142857142855,csh,18,stackexchange
Why do I get only one number from this script,0,csh,18,stackexchange
How can I configure the quotdeletequot key to delete a word in c shell,0,csh,18,stackexchange
how to echo tab delimited in csh script,0,csh,18,stackexchange
When trying to prune hidden dirs with the find command it seems to quotprunequot hidden files in top dir,0.10526315789473684,csh,18,stackexchange
Need a better way to append JAVA_HOME to PATH in csh,0.18181818181818182,csh,18,stackexchange
Not able to set LD_LIBRARY_PATH for Java process,0,csh,18,stackexchange
Changing a directory of the parent shell,0,csh,18,stackexchange
how to find out if a shell command exists in cshell,0,csh,18,stackexchange
stderr redirection methods,0,csh,18,stackexchange
C Shell Scripting  Remove PathName up to FileName,0,csh,18,stackexchange
A confusing error of executing commands in foreach in Csh,-0.4,csh,18,stackexchange
sort strings in csh,0,csh,18,stackexchange
sorting in shell script,0,csh,18,stackexchange
Redirect stdout and stderr in real time,0,csh,18,stackexchange
Extracting a string in csh,0,csh,18,stackexchange
cshell running cat on a large text file inside backticks gives 39word too long39,0,csh,18,stackexchange
What is more interesting or powerful CurryMercuryLambdaPrologyour suggestion,0.5,Curry,18,stackexchange
quotfoopquot a naming convention It39s a helper recursive function for quotfooquot what does the suffix quotpquot mean,0,Curry,18,stackexchange
Why is the nondeterministic choice function in Curry39s std lib not defined straightforwardly but rather with a helper 2argument function,0,Curry,18,stackexchange
quotreadlinequot or quothaskelinequot for Curry,0,Curry,18,stackexchange
Showing data types in Curry,0,Curry,18,stackexchange
What type systems can prevent goal suspension in logical languages,-0.1,Curry,18,stackexchange
Function Returns quotNo Solutionquot Instead Of quotNothingquot,0,Curry,18,stackexchange
Will whole Haskell be a part of Curry,0,Curry,18,stackexchange
How to understand the currying in Swift,0.2857142857142857,Curry,18,stackexchange
Curry compiler zinc cannot be configured,0,Curry,18,stackexchange
most useful amp instructive functionallogic language to learn,0.25,Curry,18,stackexchange
Currying a function with a variable in J,0,Curry,18,stackexchange
Inferring function type from function definition Haskell,0,Curry,18,stackexchange
How to limit search space in Curry,0,Curry,18,stackexchange
Why is the function curry called curry,0,Curry,18,stackexchange
Partial Functions and ExecuteOnce behaviour in Scala,0,Curry,18,stackexchange
What makes open Dylan distinct from other programming languages,0,Dylan,18,stackexchange
How mature is the current Open Dylan implementation,0.25,Dylan,18,stackexchange
Syntax of Array and Functons in apple Dylan,0,Dylan,18,stackexchange
How to write this C code into apple dylan,0,Dylan,18,stackexchange
I can39t run any project in openDylan,0,Dylan,18,stackexchange
standard idiomatic way of convert an object to string,0,Dylan,18,stackexchange
Basic Encryption Program Not Reading Properly From File,0,Dylan,18,stackexchange
What39s the point of restart handlers,0,Dylan,18,stackexchange
Using Dylan to Write a Parser,0,Dylan,18,stackexchange
Benefits of OpenDylan as case insensitive,0,Dylan,18,stackexchange
What would Clojure lose by switching away from leading parenthesis like Dylan Julia and Seph,0.13333333333333333,Dylan,18,stackexchange
Could we use EiffelBuild for large project or should we restrict its use for prototyping,-0.13333333333333333,Eiffel,18,stackexchange
ObjectOriented Callbacks for C,0,Eiffel,18,stackexchange
How does NET 4039s design by contract compare to Eiffel,0,Eiffel,18,stackexchange
Eiffel loosening the preconditions and tightening the postconditions,0,Eiffel,18,stackexchange
multiple inheritance in Eiffel,0,Eiffel,18,stackexchange
How can I turn a big chunk of native code into a scalable service,0.07142857142857142,Eiffel,18,stackexchange
How does Racket Scheme39s quotdesign by contractquot features different from Eiffel,0,Eiffel,18,stackexchange
How to initialise an array of objects in Eiffel,0,Eiffel,18,stackexchange
Clone and equal method in Eiffel,0,Eiffel,18,stackexchange
Eiffel redefined function can define his own assertions,0,Eiffel,18,stackexchange
Where evaluate invariants after and before call a routine,0,Eiffel,18,stackexchange
quotUsingquot or quotimportquot clause in eiffel text,0,Eiffel,18,stackexchange
Passing type argument to Eiffel method,0,Eiffel,18,stackexchange
How to initialize a local variable in its declaration in Eiffel,0,Eiffel,18,stackexchange
EiffelStudio project readonly cannot compile,0,Eiffel,18,stackexchange
Experiences in learning Eiffel,0,Eiffel,18,stackexchange
Eiffel quotcreatequot over C constructor,0,Eiffel,18,stackexchange
Accessing local variable from inline agent,0,Eiffel,18,stackexchange
Effel EiffelVision2 changing widget style,0,Eiffel,18,stackexchange
